variable,unique_id,kept,reason_non_numeric_pred,reason_true_is_77_88_99,reason_true_not_in_brace_allowed,reason_pred_not_in_brace_allowed,reason_participant_excluded_due_to_any_special
eisced,PL_77780,True,False,False,False,False,False
eisced,PL_59704,True,False,False,False,False,False
eisced,PL_53129,True,False,False,False,False,False
eisced,PL_97832,True,False,False,False,False,False
eisced,PL_58848,True,False,False,False,False,False
eisced,PL_82674,True,False,False,False,False,False
eisced,PL_98932,True,False,False,False,False,False
eisced,PL_64593,True,False,False,False,False,False
eisced,PL_89208,True,False,False,False,False,False
eisced,PL_74274,True,False,False,False,False,False
eisced,PL_74298,True,False,False,False,False,False
eisced,PL_57282,True,False,False,False,False,False
eisced,PL_54183,True,False,False,False,False,False
eisced,PL_68438,True,False,False,False,False,False
eisced,PL_68818,True,False,False,False,False,False
eisced,PL_56097,True,False,False,False,False,False
eisced,PL_92331,True,False,False,False,False,False
eisced,PL_75250,True,False,False,False,False,False
eisced,SE_65739,True,False,False,False,False,False
eisced,SE_70701,True,False,False,False,False,False
eisced,SE_56901,True,False,False,False,False,False
eisced,SE_65782,True,False,False,False,False,False
eisced,SE_84783,True,False,False,False,False,False
eisced,SE_81196,True,False,False,False,False,False
eisced,SE_76930,True,False,False,False,False,False
eisced,SE_67066,True,False,False,False,False,False
eisced,SE_52878,True,False,False,False,False,False
eisced,SE_53384,True,False,False,False,False,False
eisced,SE_61575,True,False,False,False,False,False
eisced,SE_79024,True,False,False,False,False,False
eisced,SE_55998,True,False,False,False,False,False
eisced,SE_82687,True,False,False,False,False,False
eisced,SE_65606,True,False,False,False,False,False
eisced,SE_61501,True,False,False,False,False,False
eisced,SE_76029,True,False,False,False,False,False
eisced,SE_60144,True,False,False,False,False,False
eisced,SE_76806,True,False,False,False,False,False
eisced,SE_58946,True,False,False,False,False,False
eisced,SE_83828,True,False,False,False,False,False
eisced,SE_58857,True,False,False,False,False,False
eisced,SE_83423,True,False,False,False,False,False
eisced,SE_84001,True,False,False,False,False,False
eisced,SE_57390,True,False,False,False,False,False
eisced,SE_71626,True,False,False,False,False,False
eisced,SE_73253,True,False,False,False,False,False
eisced,SE_84829,True,False,False,False,False,False
eisced,SE_51054,True,False,False,False,False,False
eisced,SE_50897,True,False,False,False,False,False
eisced,SE_55462,True,False,False,False,False,False
eisced,SE_76219,True,False,False,False,False,False
eisced,SE_53079,True,False,False,False,False,False
eisced,SE_59824,True,False,False,False,False,False
eisced,SE_67657,True,False,False,False,False,False
eisced,SE_71465,True,False,False,False,False,False
eisced,SE_82794,True,False,False,False,False,False
eisced,SE_53002,True,False,False,False,False,False
eisced,SE_79306,True,False,False,False,False,False
eisced,SE_54388,True,False,False,False,False,False
eisced,SE_77048,True,False,False,False,False,False
eisced,SE_70903,True,False,False,False,False,False
eisced,SE_61998,True,False,False,False,False,False
eisced,SE_81682,True,False,False,False,False,False
eisced,SE_54675,True,False,False,False,False,False
eisced,SE_56665,True,False,False,False,False,False
eisced,SE_67736,True,False,False,False,False,False
eisced,SE_77513,True,False,False,False,False,False
eisced,SE_58928,True,False,False,False,False,False
eisced,SE_77217,True,False,False,False,False,False
eisced,SE_81383,True,False,False,False,False,False
eisced,SE_76441,True,False,False,False,False,False
eisced,SE_58505,True,False,False,False,False,False
eisced,SE_50913,True,False,False,False,False,False
eisced,SE_57967,True,False,False,False,False,False
eisced,SE_67596,True,False,False,False,False,False
eisced,SE_51439,True,False,False,False,False,False
eisced,SE_59331,True,False,False,False,False,False
eisced,SE_82728,True,False,False,False,False,False
eisced,SE_79141,True,False,False,False,False,False
eisced,SE_86125,True,False,False,False,False,False
eisced,SE_71269,True,False,False,False,False,False
eisced,SE_77583,True,False,False,False,False,False
eisced,SE_83882,True,False,False,False,False,False
eisced,SE_72954,True,False,False,False,False,False
eisced,SE_71688,True,False,False,False,False,False
eisced,SE_65549,True,False,False,False,False,False
eisced,SE_76025,True,False,False,False,False,False
eisced,SE_51857,True,False,False,False,False,False
eisced,SE_72542,True,False,False,False,False,False
eisced,SE_77794,True,False,False,False,False,False
eisced,SE_83419,True,False,False,False,False,False
eisced,SE_51913,True,False,False,False,False,False
eisced,SE_67265,True,False,False,False,False,False
eisced,SE_64268,True,False,False,False,False,False
eisced,SE_64257,True,False,False,False,False,False
eisced,SE_72123,True,False,False,False,False,False
eisced,SE_56870,True,False,False,False,False,False
eisced,SE_78308,True,False,False,False,False,False
eisced,SE_80182,True,False,False,False,False,False
eisced,SE_81699,True,False,False,False,False,False
eisced,SE_65666,True,False,False,False,False,False
eisced,SE_51601,True,False,False,False,False,False
eisced,SE_65619,True,False,False,False,False,False
eisced,SE_50443,True,False,False,False,False,False
eisced,SE_74005,True,False,False,False,False,False
eisced,SE_84984,True,False,False,False,False,False
eisced,SE_51256,True,False,False,False,False,False
eisced,SE_80497,True,False,False,False,False,False
eisced,SE_78284,True,False,False,False,False,False
eisced,SE_83519,True,False,False,False,False,False
eisced,SE_68094,True,False,False,False,False,False
eisced,SE_52009,True,False,False,False,False,False
eisced,SE_60254,True,False,False,False,False,False
eisced,SE_80786,True,False,False,False,False,False
eisced,SE_54809,True,False,False,False,False,False
eisced,SE_58453,True,False,False,False,False,False
eisced,SE_73926,True,False,False,False,False,False
eisced,SE_65232,True,False,False,False,False,False
eisced,SE_81178,False,False,False,True,False,False
eisced,SE_76399,True,False,False,False,False,False
eisced,SE_54698,True,False,False,False,False,False
eisced,SE_85139,True,False,False,False,False,False
eisced,SE_82054,True,False,False,False,False,False
eisced,SE_51062,True,False,False,False,False,False
eisced,SE_63862,True,False,False,False,False,False
eisced,SE_81389,True,False,False,False,False,False
eisced,SE_67096,True,False,False,False,False,False
eisced,SE_81912,True,False,False,False,False,False
eisced,SE_76902,True,False,False,False,False,False
eisced,SE_53265,True,False,False,False,False,False
eisced,SE_55952,True,False,False,False,False,False
eisced,SE_86068,True,False,False,False,False,False
eisced,SE_51178,True,False,False,False,False,False
eisced,SE_71458,True,False,False,False,False,False
eisced,SE_60088,True,False,False,False,False,False
eisced,SE_70956,True,False,False,False,False,False
eisced,SE_51221,True,False,False,False,False,False
eisced,SE_52173,True,False,False,False,False,False
eisced,SE_64945,True,False,False,False,False,False
eisced,SE_73668,True,False,False,False,False,False
eisced,SE_53011,True,False,False,False,False,False
eisced,SE_85772,True,False,False,False,False,False
eisced,SE_85492,True,False,False,False,False,False
eisced,SE_74961,True,False,False,False,False,False
eisced,SE_66651,True,False,False,False,False,False
eisced,SE_77974,True,False,False,False,False,False
eisced,SE_61612,True,False,False,False,False,False
eisced,SE_77024,True,False,False,False,False,False
eisced,SE_75581,True,False,False,False,False,False
eisced,SE_78636,True,False,False,False,False,False
eisced,SE_82729,True,False,False,False,False,False
eisced,SE_61949,True,False,False,False,False,False
eisced,SE_61957,True,False,False,False,False,False
eisced,SE_68449,True,False,False,False,False,False
eisced,SE_61627,True,False,False,False,False,False
eisced,SE_73189,True,False,False,False,False,False
eisced,SE_83003,True,False,False,False,False,False
eisced,SE_69862,True,False,False,False,False,False
eisced,SE_70882,True,False,False,False,False,False
eisced,SE_74696,True,False,False,False,False,False
eisced,SE_60385,True,False,False,False,False,False
eisced,SE_58060,True,False,False,False,False,False
eisced,SE_72696,True,False,False,False,False,False
eisced,SE_79908,True,False,False,False,False,False
eisced,SE_86062,True,False,False,False,False,False
eisced,SE_65366,True,False,False,False,False,False
eisced,SE_78177,True,False,False,False,False,False
eisced,SE_62220,True,False,False,False,False,False
eisced,SE_57847,True,False,False,False,False,False
eisced,SE_82167,True,False,False,False,False,False
eisced,SE_61447,True,False,False,False,False,False
eisced,SE_78595,True,False,False,False,False,False
eisced,SE_76289,True,False,False,False,False,False
eisced,SE_77133,True,False,False,False,False,False
eisced,SE_69315,True,False,False,False,False,False
eisced,SE_60665,True,False,False,False,False,False
eisced,SE_61416,True,False,False,False,False,False
eisced,SE_84495,True,False,False,False,False,False
eisced,SE_50252,True,False,False,False,False,False
eisced,SE_54062,True,False,False,False,False,False
eisced,SE_79620,True,False,False,False,False,False
eisced,SE_78710,True,False,False,False,False,False
eisced,SE_62751,True,False,False,False,False,False
eisced,SE_84773,True,False,False,False,False,False
eisced,SE_78561,True,False,False,False,False,False
eisced,SE_66300,True,False,False,False,False,False
eisced,SE_82131,True,False,False,False,False,False
eisced,SE_65005,True,False,False,False,False,False
eisced,SE_71227,True,False,False,False,False,False
eisced,SE_57450,True,False,False,False,False,False
eisced,SE_57589,True,False,False,False,False,False
eisced,SE_69876,True,False,False,False,False,False
eisced,SE_68176,True,False,False,False,False,False
eisced,SE_57682,True,False,False,False,False,False
eisced,SE_73782,True,False,False,False,False,False
eisced,SE_53824,True,False,False,False,False,False
eisced,SE_55944,True,False,False,False,False,False
eisced,SE_56209,True,False,False,False,False,False
eisced,SE_86231,True,False,False,False,False,False
eisced,SE_86063,True,False,False,False,False,False
eisced,SE_63973,True,False,False,False,False,False
eisced,SE_54458,True,False,False,False,False,False
eisced,SE_53938,True,False,False,False,False,False
eisced,SE_55568,True,False,False,False,False,False
eisced,SE_58013,True,False,False,False,False,False
eisced,SE_55557,True,False,False,False,False,False
eisced,SE_72613,True,False,False,False,False,False
eisced,SE_56984,True,False,False,False,False,False
eisced,SE_69174,True,False,False,False,False,False
eisced,SE_77343,True,False,False,False,False,False
eisced,SE_64329,True,False,False,False,False,False
eisced,SE_66211,True,False,False,False,False,False
eisced,SE_58120,True,False,False,False,False,False
eisced,SE_62588,True,False,False,False,False,False
eisced,SE_59906,True,False,False,False,False,False
eisced,SE_68805,True,False,False,False,False,False
eisced,SE_55187,True,False,False,False,False,False
eisced,SE_57406,True,False,False,False,False,False
eisced,SE_73249,True,False,False,False,False,False
eisced,SE_54578,True,False,False,False,False,False
eisced,SE_62021,True,False,False,False,False,False
eisced,SE_79192,True,False,False,False,False,False
eisced,SE_54393,True,False,False,False,False,False
eisced,SE_64059,True,False,False,False,False,False
eisced,SE_60156,True,False,False,False,False,False
eisced,SE_60008,True,False,False,False,False,False
eisced,SE_56834,True,False,False,False,False,False
eisced,SE_55587,False,False,False,True,False,False
eisced,SE_70898,True,False,False,False,False,False
eisced,SE_79305,True,False,False,False,False,False
eisced,SE_69303,True,False,False,False,False,False
eisced,SE_71687,True,False,False,False,False,False
eisced,SE_58838,True,False,False,False,False,False
eisced,SE_65697,True,False,False,False,False,False
eisced,SE_80914,True,False,False,False,False,False
eisced,SE_56633,True,False,False,False,False,False
eisced,SE_56191,True,False,False,False,False,False
eisced,SE_70934,False,False,False,True,False,False
eisced,SE_62931,True,False,False,False,False,False
eisced,SE_85079,True,False,False,False,False,False
eisced,SE_58132,True,False,False,False,False,False
eisced,SE_59632,True,False,False,False,False,False
eisced,SE_80044,True,False,False,False,False,False
eisced,SE_57955,True,False,False,False,False,False
eisced,SE_67026,True,False,False,False,False,False
eisced,SE_85595,True,False,False,False,False,False
eisced,SE_65486,True,False,False,False,False,False
eisced,SE_52744,True,False,False,False,False,False
eisced,SE_63747,True,False,False,False,False,False
eisced,SE_75731,True,False,False,False,False,False
eisced,SE_54963,True,False,False,False,False,False
eisced,SE_50610,True,False,False,False,False,False
eisced,SE_66130,True,False,False,False,False,False
eisced,SE_77013,True,False,False,False,False,False
eisced,SE_79569,True,False,False,False,False,False
eisced,SE_84312,True,False,False,False,False,False
eisced,SE_58540,True,False,False,False,False,False
eisced,SE_59305,True,False,False,False,False,False
eisced,SE_68207,True,False,False,False,False,False
eisced,SE_59102,True,False,False,False,False,False
eisced,SE_74010,True,False,False,False,False,False
eisced,SE_52249,True,False,False,False,False,False
eisced,SE_84231,True,False,False,False,False,False
eisced,SE_58247,True,False,False,False,False,False
eisced,SE_60384,True,False,False,False,False,False
eisced,SE_72106,True,False,False,False,False,False
eisced,SE_81970,True,False,False,False,False,False
eisced,SE_85186,True,False,False,False,False,False
eisced,SE_61727,False,False,False,True,False,False
eisced,SE_68721,True,False,False,False,False,False
eisced,SE_67416,True,False,False,False,False,False
eisced,SE_57338,True,False,False,False,False,False
eisced,SE_76622,True,False,False,False,False,False
eisced,SE_72288,True,False,False,False,False,False
eisced,SE_71148,True,False,False,False,False,False
eisced,SE_58523,True,False,False,False,False,False
eisced,SE_51259,True,False,False,False,False,False
eisced,SE_79034,True,False,False,False,False,False
eisced,SE_71596,True,False,False,False,False,False
eisced,SE_81646,True,False,False,False,False,False
eisced,SE_81209,True,False,False,False,False,False
eisced,SE_63816,True,False,False,False,False,False
eisced,SE_63047,True,False,False,False,False,False
eisced,SE_61611,True,False,False,False,False,False
eisced,SE_59775,True,False,False,False,False,False
eisced,SE_63255,True,False,False,False,False,False
eisced,SE_72181,True,False,False,False,False,False
eisced,SE_59067,True,False,False,False,False,False
eisced,SE_52089,False,False,False,True,False,False
eisced,SE_53392,True,False,False,False,False,False
eisced,SE_68960,True,False,False,False,False,False
eisced,SE_63258,True,False,False,False,False,False
eisced,SE_78257,True,False,False,False,False,False
eisced,SE_63299,True,False,False,False,False,False
eisced,SE_57355,True,False,False,False,False,False
eisced,SE_66095,True,False,False,False,False,False
eisced,SE_75232,True,False,False,False,False,False
eisced,SE_77657,True,False,False,False,False,False
eisced,SE_66792,True,False,False,False,False,False
eisced,SE_53918,True,False,False,False,False,False
eisced,SE_78893,True,False,False,False,False,False
eisced,SE_53971,True,False,False,False,False,False
eisced,SE_66663,True,False,False,False,False,False
eisced,SE_84048,True,False,False,False,False,False
eisced,SE_61354,True,False,False,False,False,False
eisced,SE_53922,True,False,False,False,False,False
eisced,SE_60896,True,False,False,False,False,False
eisced,SE_76425,True,False,False,False,False,False
eisced,SE_56343,True,False,False,False,False,False
eisced,SE_77958,True,False,False,False,False,False
eisced,SE_57549,True,False,False,False,False,False
eisced,SE_61410,True,False,False,False,False,False
eisced,SE_71327,True,False,False,False,False,False
eisced,SE_67472,True,False,False,False,False,False
eisced,SE_61064,True,False,False,False,False,False
eisced,SE_67380,True,False,False,False,False,False
eisced,SE_84276,True,False,False,False,False,False
eisced,SE_70633,False,False,False,True,False,False
eisced,SE_74500,True,False,False,False,False,False
eisced,GB_75783,True,False,False,False,False,False
eisced,GB_75092,True,False,False,False,False,False
eisced,GB_63025,True,False,False,False,False,False
eisced,GB_51306,True,False,False,False,False,False
eisced,GB_83007,True,False,False,False,False,False
eisced,GB_61132,True,False,False,False,False,False
eisced,GB_58266,True,False,False,False,False,False
eisced,GB_75626,True,False,False,False,False,False
eisced,GB_85165,True,False,False,False,False,False
eisced,GB_61859,True,False,False,False,False,False
eisced,GB_65562,True,False,False,False,False,False
eisced,GB_60999,True,False,False,False,False,False
eisced,GB_51675,True,False,False,False,False,False
eisced,GB_52371,True,False,False,False,False,False
eisced,GB_54798,True,False,False,False,False,False
eisced,GB_62008,True,False,False,False,False,False
eisced,GB_69073,True,False,False,False,False,False
eisced,GB_59833,True,False,False,False,False,False
eisced,GB_63050,True,False,False,False,False,False
eisced,GB_60626,True,False,False,False,False,False
eisced,GB_63242,True,False,False,False,False,False
eisced,GB_77360,True,False,False,False,False,False
eisced,GB_61397,True,False,False,False,False,False
eisced,GB_56968,True,False,False,False,False,False
eisced,GB_61038,False,False,True,True,False,False
eisced,GB_84426,True,False,False,False,False,False
eisced,GB_54051,True,False,False,False,False,False
eisced,GB_56065,True,False,False,False,False,False
eisced,GB_73339,True,False,False,False,False,False
eisced,GB_85754,True,False,False,False,False,False
eisced,GB_56008,True,False,False,False,False,False
eisced,GB_59034,True,False,False,False,False,False
eisced,GB_78062,True,False,False,False,False,False
eisced,GB_83378,True,False,False,False,False,False
eisced,GB_69591,True,False,False,False,False,False
eisced,GB_58003,True,False,False,False,False,False
eisced,GB_66702,True,False,False,False,False,False
eisced,GB_84962,True,False,False,False,False,False
eisced,GB_75545,True,False,False,False,False,False
eisced,GB_51583,False,False,False,True,False,False
eisced,GB_65524,True,False,False,False,False,False
eisced,GB_57006,True,False,False,False,False,False
eisced,GB_75280,True,False,False,False,False,False
eisced,GB_50462,True,False,False,False,False,False
eisced,GB_64370,True,False,False,False,False,False
eisced,GB_58268,True,False,False,False,False,False
eisced,GB_64155,False,False,False,True,False,False
eisced,GB_69480,True,False,False,False,False,False
eisced,GB_72708,True,False,False,False,False,False
eisced,GB_80391,True,False,False,False,False,False
eisced,GB_77896,True,False,False,False,False,False
eisced,GB_62425,True,False,False,False,False,False
eisced,GB_70609,True,False,False,False,False,False
eisced,GB_70431,True,False,False,False,False,False
eisced,GB_84567,True,False,False,False,False,False
eisced,GB_79948,True,False,False,False,False,False
eisced,GB_81109,True,False,False,False,False,False
eisced,GB_77052,True,False,False,False,False,False
eisced,GB_84836,True,False,False,False,False,False
eisced,GB_78267,True,False,False,False,False,False
eisced,GB_66991,True,False,False,False,False,False
eisced,GB_63509,True,False,False,False,False,False
eisced,GB_52650,True,False,False,False,False,False
eisced,GB_75011,True,False,False,False,False,False
eisced,GB_85665,True,False,False,False,False,False
eisced,GB_50527,True,False,False,False,False,False
eisced,GB_75622,True,False,False,False,False,False
eisced,GB_61922,True,False,False,False,False,False
eisced,GB_55733,True,False,False,False,False,False
eisced,GB_53761,True,False,False,False,False,False
eisced,GB_67170,True,False,False,False,False,False
eisced,GB_50538,True,False,False,False,False,False
eisced,GB_69983,True,False,False,False,False,False
eisced,GB_80938,True,False,False,False,False,False
eisced,GB_60152,True,False,False,False,False,False
eisced,GB_56246,True,False,False,False,False,False
eisced,GB_75068,True,False,False,False,False,False
eisced,GB_56346,True,False,False,False,False,False
eisced,GB_58613,True,False,False,False,False,False
eisced,GB_60014,True,False,False,False,False,False
eisced,GB_72733,True,False,False,False,False,False
eisced,GB_61426,True,False,False,False,False,False
eisced,GB_83443,True,False,False,False,False,False
eisced,GB_64244,True,False,False,False,False,False
eisced,GB_79689,True,False,False,False,False,False
eisced,GB_85363,True,False,False,False,False,False
eisced,GB_70125,True,False,False,False,False,False
eisced,GB_54628,True,False,False,False,False,False
eisced,GB_80581,True,False,False,False,False,False
eisced,GB_81812,True,False,False,False,False,False
eisced,GB_69383,True,False,False,False,False,False
eisced,GB_78546,True,False,False,False,False,False
eisced,GB_75175,True,False,False,False,False,False
eisced,GB_50575,True,False,False,False,False,False
eisced,GB_61066,True,False,False,False,False,False
eisced,GB_73585,True,False,False,False,False,False
eisced,GB_63817,True,False,False,False,False,False
eisced,GB_63416,True,False,False,False,False,False
eisced,GB_70640,True,False,False,False,False,False
eisced,GB_59855,True,False,False,False,False,False
eisced,GB_78743,True,False,False,False,False,False
eisced,GB_53829,True,False,False,False,False,False
eisced,GB_73651,True,False,False,False,False,False
eisced,GB_74327,True,False,False,False,False,False
eisced,GB_50992,True,False,False,False,False,False
eisced,GB_75508,True,False,False,False,False,False
eisced,GB_58977,True,False,False,False,False,False
eisced,GB_86168,True,False,False,False,False,False
eisced,GB_69000,True,False,False,False,False,False
eisced,GB_72427,True,False,False,False,False,False
eisced,GB_64254,True,False,False,False,False,False
eisced,GB_83209,True,False,False,False,False,False
eisced,GB_51491,True,False,False,False,False,False
eisced,GB_54295,True,False,False,False,False,False
eisced,GB_51651,True,False,False,False,False,False
eisced,GB_67460,True,False,False,False,False,False
eisced,GB_65992,True,False,False,False,False,False
eisced,GB_69028,True,False,False,False,False,False
eisced,GB_63435,True,False,False,False,False,False
eisced,GB_76735,True,False,False,False,False,False
eisced,GB_79132,True,False,False,False,False,False
eisced,GB_51853,False,False,True,True,False,False
eisced,GB_62549,True,False,False,False,False,False
eisced,GB_71968,True,False,False,False,False,False
eisced,GB_75872,True,False,False,False,False,False
eisced,GB_53105,True,False,False,False,False,False
eisced,GB_85885,True,False,False,False,False,False
eisced,GB_60286,False,False,True,True,False,False
eisced,GB_59518,False,False,True,True,False,False
eisced,GB_62555,True,False,False,False,False,False
eisced,GB_58727,True,False,False,False,False,False
eisced,GB_55122,True,False,False,False,False,False
eisced,GB_56704,True,False,False,False,False,False
eisced,GB_61319,True,False,False,False,False,False
eisced,GB_71832,True,False,False,False,False,False
eisced,GB_80525,True,False,False,False,False,False
eisced,GB_65941,True,False,False,False,False,False
eisced,GB_56947,True,False,False,False,False,False
eisced,GB_84920,True,False,False,False,False,False
eisced,GB_67553,True,False,False,False,False,False
eisced,GB_80846,True,False,False,False,False,False
eisced,GB_52870,True,False,False,False,False,False
eisced,GB_78142,True,False,False,False,False,False
eisced,GB_57059,True,False,False,False,False,False
eisced,GB_55803,True,False,False,False,False,False
eisced,GB_66420,True,False,False,False,False,False
eisced,GB_70561,True,False,False,False,False,False
eisced,GB_58038,True,False,False,False,False,False
eisced,GB_59596,True,False,False,False,False,False
eisced,GB_64386,True,False,False,False,False,False
eisced,GB_59890,True,False,False,False,False,False
eisced,GB_60090,True,False,False,False,False,False
eisced,GB_71758,True,False,False,False,False,False
eisced,GB_65493,True,False,False,False,False,False
eisced,GB_80870,True,False,False,False,False,False
eisced,GB_73616,True,False,False,False,False,False
eisced,GB_59795,True,False,False,False,False,False
eisced,GB_65071,True,False,False,False,False,False
eisced,GB_66566,True,False,False,False,False,False
eisced,GB_72933,True,False,False,False,False,False
eisced,GB_84599,True,False,False,False,False,False
eisced,GB_81286,True,False,False,False,False,False
eisced,GB_68649,True,False,False,False,False,False
eisced,GB_51694,True,False,False,False,False,False
eisced,GB_52448,True,False,False,False,False,False
eisced,GB_56294,True,False,False,False,False,False
eisced,GB_61263,True,False,False,False,False,False
eisced,GB_66264,True,False,False,False,False,False
eisced,GB_79268,True,False,False,False,False,False
eisced,GB_79276,True,False,False,False,False,False
eisced,GB_70945,True,False,False,False,False,False
eisced,GB_74511,True,False,False,False,False,False
eisced,GB_61105,True,False,False,False,False,False
eisced,GB_51343,True,False,False,False,False,False
eisced,GB_60230,True,False,False,False,False,False
eisced,GB_51818,True,False,False,False,False,False
eisced,GB_83588,True,False,False,False,False,False
eisced,GB_61328,False,False,False,True,False,False
eisced,GB_54311,True,False,False,False,False,False
eisced,GB_59978,True,False,False,False,False,False
eisced,GB_62074,True,False,False,False,False,False
eisced,GB_68609,True,False,False,False,False,False
eisced,GB_52848,True,False,False,False,False,False
eisced,GB_68502,True,False,False,False,False,False
eisced,GB_75988,True,False,False,False,False,False
eisced,GB_68177,True,False,False,False,False,False
eisced,GB_79575,True,False,False,False,False,False
eisced,GB_66047,True,False,False,False,False,False
eisced,GB_80832,True,False,False,False,False,False
eisced,GB_68361,True,False,False,False,False,False
eisced,GB_82650,True,False,False,False,False,False
eisced,GB_64943,True,False,False,False,False,False
eisced,GB_57293,True,False,False,False,False,False
eisced,GB_71014,True,False,False,False,False,False
eisced,GB_69732,True,False,False,False,False,False
eisced,GB_76855,True,False,False,False,False,False
eisced,GB_67549,True,False,False,False,False,False
eisced,GB_77331,True,False,False,False,False,False
eisced,GB_81644,True,False,False,False,False,False
eisced,GB_58962,True,False,False,False,False,False
eisced,GB_51631,True,False,False,False,False,False
eisced,GB_54863,True,False,False,False,False,False
eisced,GB_62711,True,False,False,False,False,False
eisced,GB_53289,False,False,True,True,False,False
eisced,GB_75907,True,False,False,False,False,False
eisced,GB_68080,True,False,False,False,False,False
eisced,GB_70537,True,False,False,False,False,False
eisced,GB_72266,True,False,False,False,False,False
eisced,GB_63498,True,False,False,False,False,False
eisced,GB_79153,True,False,False,False,False,False
eisced,GB_74428,True,False,False,False,False,False
eisced,GB_74613,True,False,False,False,False,False
eisced,GB_79105,True,False,False,False,False,False
eisced,GB_68129,True,False,False,False,False,False
eisced,GB_68746,True,False,False,False,False,False
eisced,GB_69965,True,False,False,False,False,False
eisced,GB_55652,True,False,False,False,False,False
eisced,GB_54280,True,False,False,False,False,False
eisced,GB_84707,True,False,False,False,False,False
eisced,GB_66882,True,False,False,False,False,False
eisced,GB_58062,True,False,False,False,False,False
eisced,GB_58292,True,False,False,False,False,False
eisced,GB_55834,True,False,False,False,False,False
eisced,GB_81208,True,False,False,False,False,False
eisced,GB_60700,True,False,False,False,False,False
eisced,GB_75460,True,False,False,False,False,False
eisced,GB_61787,True,False,False,False,False,False
eisced,GB_82945,True,False,False,False,False,False
eisced,GB_65808,True,False,False,False,False,False
eisced,GB_75183,True,False,False,False,False,False
eisced,GB_65516,True,False,False,False,False,False
eisced,GB_55499,True,False,False,False,False,False
eisced,GB_67802,True,False,False,False,False,False
eisced,GB_57774,True,False,False,False,False,False
eisced,GB_68008,True,False,False,False,False,False
eisced,GB_76511,True,False,False,False,False,False
eisced,GB_55868,True,False,False,False,False,False
eisced,GB_73832,True,False,False,False,False,False
eisced,GB_60107,True,False,False,False,False,False
eisced,GB_66953,True,False,False,False,False,False
eisced,GB_64442,True,False,False,False,False,False
eisced,GB_82467,True,False,False,False,False,False
eisced,GB_66059,False,False,False,True,False,False
eisced,GB_72639,True,False,False,False,False,False
eisced,GB_68744,True,False,False,False,False,False
eisced,GB_69227,True,False,False,False,False,False
eisced,GB_72764,True,False,False,False,False,False
eisced,GB_55677,True,False,False,False,False,False
eisced,GB_66982,True,False,False,False,False,False
eisced,GB_64127,True,False,False,False,False,False
eisced,GB_61143,True,False,False,False,False,False
eisced,GB_75766,True,False,False,False,False,False
eisced,GB_63931,True,False,False,False,False,False
eisced,GB_83856,True,False,False,False,False,False
eisced,GB_63604,True,False,False,False,False,False
eisced,GB_67264,True,False,False,False,False,False
eisced,GB_53881,True,False,False,False,False,False
eisced,GB_64831,True,False,False,False,False,False
eisced,GB_57797,True,False,False,False,False,False
eisced,GB_60275,True,False,False,False,False,False
eisced,GB_79742,True,False,False,False,False,False
eisced,GB_75464,True,False,False,False,False,False
eisced,GB_64198,True,False,False,False,False,False
eisced,GB_69950,True,False,False,False,False,False
eisced,GB_78712,True,False,False,False,False,False
eisced,GB_60500,True,False,False,False,False,False
eisced,GB_76165,True,False,False,False,False,False
eisced,GB_75075,True,False,False,False,False,False
eisced,GB_54101,True,False,False,False,False,False
eisced,GB_78158,True,False,False,False,False,False
eisced,GB_60469,True,False,False,False,False,False
eisced,GB_60204,True,False,False,False,False,False
eisced,GB_85540,True,False,False,False,False,False
eisced,GB_57511,True,False,False,False,False,False
eisced,GB_67661,True,False,False,False,False,False
eisced,GB_54537,True,False,False,False,False,False
eisced,GB_50319,True,False,False,False,False,False
eisced,GB_83126,True,False,False,False,False,False
eisced,GB_64049,True,False,False,False,False,False
eisced,GB_66259,True,False,False,False,False,False
eisced,GB_59657,True,False,False,False,False,False
eisced,GB_85169,True,False,False,False,False,False
eisced,GB_69042,True,False,False,False,False,False
eisced,GB_76664,True,False,False,False,False,False
eisced,GB_74926,True,False,False,False,False,False
eisced,GB_54549,True,False,False,False,False,False
eisced,GB_79278,True,False,False,False,False,False
eisced,GB_60182,True,False,False,False,False,False
eisced,GB_73205,True,False,False,False,False,False
eisced,GB_85930,True,False,False,False,False,False
eisced,GB_86403,True,False,False,False,False,False
eisced,GB_71966,True,False,False,False,False,False
eisced,GB_74106,True,False,False,False,False,False
eisced,GB_77788,True,False,False,False,False,False
eisced,GB_51475,True,False,False,False,False,False
eisced,GB_77317,True,False,False,False,False,False
eisced,GB_50984,True,False,False,False,False,False
eisced,GB_52383,True,False,False,False,False,False
eisced,GB_56338,True,False,False,False,False,False
eisced,GB_75346,True,False,False,False,False,False
eisced,IT_70057,True,False,False,False,False,False
eisced,IT_72018,True,False,False,False,False,False
eisced,IT_59718,True,False,False,False,False,False
eisced,IT_71824,True,False,False,False,False,False
eisced,IT_55129,True,False,False,False,False,False
eisced,IT_55451,True,False,False,False,False,False
eisced,IT_79305,True,False,False,False,False,False
eisced,IT_82043,True,False,False,False,False,False
eisced,IT_81371,True,False,False,False,False,False
eisced,IT_85027,True,False,False,False,False,False
eisced,IT_83048,True,False,False,False,False,False
eisced,IT_68166,True,False,False,False,False,False
eisced,IT_85772,True,False,False,False,False,False
eisced,IT_67443,True,False,False,False,False,False
